order_id,year,month,product_code,quantity,user_id
524,2018,8,98,8,555
525,2020,1,62,8,561
526,2018,12,69,7,142
527,2018,3,21,8,247
528,2018,10,18,7,346
529,2018,6,33,1,798
530,2018,12,1,1,58
531,2018,9,48,4,309
532,2019,4,68,6,294
533,2019,6,21,8,5
534,2019,8,60,8,385
535,2020,6,23,9,98
536,2020,1,33,1,36
537,2019,3,36,7,227
538,2018,2,13,9,894
539,2020,4,46,7,894
540,2019,6,28,9,294
541,2020,7,76,6,441
542,2019,9,23,6,175
543,2020,2,15,8,391
544,2019,1,82,9,271
545,2019,8,68,9,566
546,2019,11,33,9,1
547,2019,6,11,2,205
548,2020,11,20,2,594
549,2020,8,20,1,619
550,2018,4,93,5,744
551,2019,1,54,2,741
552,2018,11,97,3,105
553,2019,3,21,8,108
554,2018,1,47,9,969
555,2020,4,65,3,943
556,2019,7,35,6,467
557,2019,10,83,7,501
558,2019,5,22,8,40
559,2018,8,67,5,152
560,2020,12,93,2,0
561,2019,1,78,6,382
562,2018,2,71,4,680
563,2020,9,79,7,853
564,2018,8,32,9,372
565,2018,9,69,10,87
566,2018,9,18,10,950
567,2020,11,81,2,842
568,2020,3,77,1,104
569,2020,4,35,3,297
570,2019,11,14,5,767
571,2018,12,49,3,866
572,2018,8,5,9,942
573,2020,8,91,4,55
574,2020,10,98,5,449
575,2018,3,52,1,402
576,2018,7,9,3,161
577,2020,7,89,1,157
578,2019,12,10,8,127
579,2020,9,33,8,733
580,2020,4,88,3,806
581,2020,6,24,2,920
582,2019,7,82,4,797
583,2020,6,91,10,662
584,2019,1,74,1,48
585,2019,3,16,8,217
586,2019,11,23,3,569
587,2019,3,35,6,984
588,2020,12,10,8,794
589,2020,4,84,5,421
590,2019,3,70,3,894
591,2018,7,26,6,462
592,2020,1,61,6,149
593,2020,6,10,7,154
594,2019,6,24,4,453
595,2018,2,50,1,883
596,2020,1,34,3,156
597,2019,7,35,7,150
598,2020,11,64,2,5
599,2019,1,84,7,212
600,2018,4,70,7,187
601,2020,10,93,9,537
602,2020,12,10,6,927
603,2019,6,87,6,668
604,2020,7,78,9,943
605,2020,3,19,9,694
606,2018,10,8,4,583
607,2020,6,39,2,512
608,2018,3,53,8,936
609,2018,12,48,7,183
610,2020,12,55,10,38
611,2019,3,67,3,689
612,2020,8,76,4,571
613,2019,10,64,5,980
614,2020,9,66,3,733
615,2019,5,58,6,228
616,2019,1,30,7,907
617,2019,11,87,8,361
618,2018,9,9,4,524
619,2018,12,68,6,734
620,2020,6,44,10,195
621,2019,3,1,10,813
622,2018,10,40,5,899
623,2020,9,84,8,332
624,2018,12,40,9,953
625,2019,12,14,9,344
626,2019,6,9,9,467
627,2018,10,90,5,224
628,2020,7,21,6,61
629,2020,1,68,6,563
630,2018,8,71,8,190
631,2019,8,56,6,126
632,2019,10,90,9,288
633,2018,11,66,10,270
634,2018,3,3,10,708
635,2019,8,91,10,621
636,2020,2,60,10,763
637,2019,2,6,4,33
638,2018,8,39,9,65
639,2018,6,35,3,199
640,2018,12,99,5,588
641,2019,4,44,7,434
642,2019,10,26,1,238
643,2020,6,74,3,598
644,2019,7,27,9,765
645,2020,9,31,6,800
646,2020,4,21,10,650
647,2020,11,61,9,447
648,2020,7,54,4,338
649,2019,5,38,1,842
650,2018,11,45,3,119
651,2020,9,28,2,45
652,2018,5,72,5,152
653,2019,9,28,7,932
654,2020,11,71,3,738
655,2018,2,71,3,504
656,2020,6,13,1,787
657,2018,10,19,7,88
658,2020,10,82,7,21
659,2018,2,44,5,187
660,2018,11,38,7,470
661,2018,8,82,3,542
662,2019,6,27,2,951
663,2019,4,73,8,8
664,2018,6,46,6,252
665,2019,1,99,7,155
666,2018,4,51,10,218
667,2019,3,27,1,278
668,2019,11,37,5,348
669,2019,12,0,10,451
670,2019,10,70,2,470
671,2019,8,36,6,685
672,2019,6,53,3,162
673,2018,1,5,8,983
674,2019,8,78,10,71
675,2019,5,79,2,374
676,2018,6,19,4,190
677,2020,12,10,10,437
678,2018,6,36,6,967
679,2019,10,83,4,150
680,2019,1,40,8,517
681,2020,5,15,9,914
682,2020,12,42,1,546
683,2018,11,53,9,789
684,2019,9,83,9,866
685,2020,1,60,1,931
686,2020,5,99,2,916
687,2020,9,68,2,653
688,2019,6,91,6,302
689,2018,11,91,10,674
690,2019,4,10,5,73
691,2020,4,11,5,224
692,2020,10,71,5,886
693,2019,6,99,5,753
694,2019,11,76,4,124
695,2020,6,82,1,667
696,2019,7,94,10,38
697,2018,2,67,7,177
698,2019,8,31,2,993
699,2019,1,92,10,171
700,2019,7,18,7,943
701,2020,8,11,4,145
702,2019,3,26,5,548
703,2018,9,36,6,22
704,2018,7,31,8,665
705,2018,2,77,10,150
706,2019,2,65,3,530
707,2019,12,59,7,851
708,2019,1,25,8,310
709,2018,2,9,8,83
710,2018,9,51,2,241
711,2018,12,93,8,903
712,2020,4,5,9,120
713,2019,11,6,9,955
714,2020,3,22,4,390
715,2019,6,12,7,869
716,2020,3,80,6,573
717,2019,7,74,6,476
718,2019,4,51,1,941
719,2020,12,52,8,678
720,2018,6,59,6,676
721,2018,5,71,7,301
722,2020,6,31,10,775
723,2019,1,11,10,368
724,2018,9,92,2,543
725,2018,11,64,2,245
726,2018,10,17,5,487
727,2018,12,40,5,359
728,2018,10,26,6,320
729,2019,5,2,2,538
730,2019,3,36,7,198
731,2020,4,83,2,448
732,2018,10,72,10,886
733,2019,12,64,8,437
734,2020,7,5,10,73
735,2018,6,2,1,134
736,2019,4,53,4,435
737,2018,1,97,4,949
738,2019,6,25,9,796
739,2018,10,30,3,466
740,2019,9,49,8,981
741,2019,11,9,6,432
742,2019,12,12,2,45
743,2020,3,67,7,53
744,2020,11,63,3,491
745,2019,10,66,1,425
746,2018,9,82,7,113
747,2018,9,8,10,877
748,2019,4,9,1,344
749,2018,5,28,9,265
750,2019,10,88,1,922
751,2019,3,21,6,28
752,2019,2,0,7,68
753,2020,12,26,10,658
754,2020,4,42,1,290
755,2019,9,0,9,796
756,2018,7,41,3,232
757,2020,8,98,7,169
758,2019,9,59,10,73
759,2018,4,99,6,967
760,2018,8,63,10,838
761,2018,8,16,10,62
762,2018,1,33,1,305
763,2020,1,39,6,428
764,2020,2,77,9,652
765,2018,10,83,10,471
766,2020,3,55,7,707
767,2018,11,64,5,604
768,2019,3,69,2,276
769,2019,10,55,9,501
770,2019,8,54,2,791
771,2018,11,29,6,122
772,2020,2,86,9,51
773,2019,5,99,9,191
774,2020,7,0,8,951
775,2018,1,98,5,665
776,2019,1,50,8,668
777,2020,7,27,1,67
778,2020,7,25,1,384
779,2020,3,53,1,392
780,2019,6,37,8,857
781,2018,7,50,5,477
782,2018,5,8,6,199
783,2019,7,67,1,766
784,2019,10,89,4,811
785,2020,7,91,9,916
786,2019,9,42,1,789
787,2018,1,61,9,20
788,2018,7,68,10,971
789,2018,2,94,7,583
790,2020,4,65,3,187
791,2019,3,20,2,150
792,2018,10,22,7,521
793,2018,9,97,3,619
794,2020,8,95,9,352
795,2019,10,49,6,114
796,2019,11,71,3,160
797,2019,11,94,8,53
798,2019,5,24,7,423
799,2018,2,66,4,414
800,2018,8,95,1,978
801,2020,2,30,10,717
802,2020,1,96,8,150
803,2018,10,43,2,558
804,2020,8,3,3,308
805,2020,1,75,10,957
806,2018,6,91,10,328
807,2019,12,55,4,835
808,2019,2,85,9,217
809,2020,4,89,5,35
810,2020,7,58,6,929
811,2019,3,1,7,757
812,2018,12,4,6,280
813,2018,8,9,8,689
814,2020,1,90,8,371
815,2019,4,39,4,57
816,2019,2,8,7,220
817,2018,2,22,8,519
818,2018,9,78,2,184
819,2019,8,77,1,233
820,2020,12,17,6,83
821,2020,3,32,4,264
822,2018,11,87,10,202
823,2018,2,20,3,960
824,2020,8,73,1,750
825,2019,3,46,3,621
826,2018,10,86,6,333
827,2018,5,46,9,421
828,2019,10,2,7,116
829,2018,12,96,2,713
830,2018,10,32,6,347
831,2019,10,33,7,40
832,2018,9,3,1,931
833,2020,1,65,1,382
834,2018,4,98,1,85
835,2018,9,50,5,170
836,2020,2,55,6,832
837,2019,4,36,10,298
838,2020,10,12,9,419
839,2019,11,26,7,773
840,2018,7,98,1,701
841,2018,2,38,4,158
842,2019,12,53,2,958
843,2019,11,81,4,822
844,2019,5,83,1,470
845,2019,8,65,10,184
846,2018,7,0,2,673
847,2019,10,74,1,751
848,2018,11,92,10,324
849,2018,9,94,3,291
850,2019,8,33,1,486
851,2019,10,26,8,144
852,2018,9,18,8,793
853,2019,5,28,2,670
854,2019,8,86,6,767
855,2018,4,8,1,847
856,2018,4,46,3,667
857,2020,5,18,1,622
858,2020,7,5,1,523
859,2019,3,39,6,674
860,2018,7,81,9,805
861,2018,7,87,8,720
862,2019,4,33,5,500
863,2020,2,52,8,414
864,2019,10,59,1,379
865,2019,5,2,5,246
866,2020,11,78,4,313
867,2019,5,75,3,121
868,2018,6,99,7,655
869,2020,8,13,3,956
870,2019,9,77,7,536
871,2019,1,37,4,675
872,2018,8,27,5,756
873,2019,7,57,1,66
874,2019,7,50,2,729
875,2019,9,59,10,986
876,2020,7,11,4,868
877,2020,1,55,7,968
878,2019,8,8,1,857
879,2019,4,80,1,426
880,2018,2,57,9,947
881,2019,2,13,1,925
882,2018,9,60,6,968
883,2020,11,41,6,700
884,2019,2,84,5,824
885,2018,12,82,8,548
886,2020,2,68,6,403
887,2020,3,68,2,903
888,2019,8,1,8,313
889,2020,2,68,9,509
890,2020,6,98,4,459
891,2019,6,84,7,57
892,2020,2,93,5,635
893,2020,11,11,3,716
894,2020,7,95,7,696
895,2018,7,84,3,668
896,2020,7,98,9,674
897,2018,3,59,4,439
898,2019,11,57,5,69
899,2020,5,92,6,716
900,2020,5,1,4,326
901,2019,1,3,8,415
902,2018,7,19,4,536
903,2020,8,0,6,47
904,2019,9,92,5,904
905,2018,5,76,1,431
906,2019,3,61,4,246
907,2020,11,20,5,768
908,2019,5,45,6,666
909,2019,7,20,2,246
910,2018,12,65,7,273
911,2018,5,66,5,927
912,2020,6,52,8,641
913,2020,10,41,5,333
914,2018,2,91,9,12
915,2018,1,10,10,642
916,2020,10,12,6,113
917,2019,7,19,1,294
918,2018,3,43,8,616
919,2019,8,74,5,951
920,2018,11,85,3,593
921,2019,6,7,9,27
922,2020,1,80,5,357
923,2019,6,38,1,391
924,2018,3,42,2,568
925,2020,12,99,5,712
926,2018,2,90,6,164
927,2019,2,5,6,121
928,2018,8,52,2,351
929,2019,11,14,9,359
930,2018,4,99,5,103
931,2020,10,98,6,14
932,2019,10,63,4,151
933,2018,6,18,5,333
934,2020,5,25,4,478
935,2018,2,42,5,211
936,2020,8,15,4,148
937,2020,1,94,9,697
938,2020,1,15,7,327
939,2020,8,14,10,909
940,2018,10,10,5,530
941,2019,4,12,9,146
942,2018,9,8,1,747
943,2018,5,7,8,943
944,2020,6,18,7,788
945,2019,7,19,3,978
946,2018,11,57,5,754
947,2020,9,96,4,244
948,2018,1,5,3,543
949,2020,3,97,6,1
950,2020,4,90,1,163
951,2020,9,18,2,214
952,2020,12,87,1,694
953,2018,3,32,1,957
954,2018,4,29,6,991
955,2018,2,47,4,200
956,2018,3,53,1,202
957,2020,12,30,5,290
958,2020,11,74,7,278
959,2018,4,6,5,854
960,2018,1,13,6,1
961,2018,11,26,4,989
962,2019,4,18,5,695
963,2019,5,32,2,357
964,2018,9,36,5,419
965,2018,7,41,1,149
966,2019,11,28,1,953
967,2018,7,12,10,808
968,2020,1,2,1,494
969,2019,9,0,10,464
970,2019,12,78,7,949
971,2019,10,7,5,172
972,2018,11,34,8,509
973,2020,12,82,2,833
974,2020,6,51,8,195
975,2018,8,73,1,414
976,2018,1,3,3,704
977,2019,3,8,10,364
978,2019,9,64,5,795
979,2020,1,37,10,225
980,2019,3,68,2,571
981,2019,4,66,10,606
982,2019,3,83,2,417
983,2020,10,6,1,122
984,2020,9,12,10,884
985,2019,10,88,8,751
986,2018,3,15,6,773
987,2020,8,70,7,945
988,2020,3,4,3,908
989,2019,6,91,3,735
990,2018,4,81,10,998
991,2020,12,54,9,244
992,2020,4,14,3,28
993,2020,7,34,8,897
994,2019,8,91,7,811
995,2020,9,80,2,660
996,2019,10,21,2,178
997,2019,6,16,6,494
998,2019,10,55,6,615
999,2019,1,30,7,52
1000,2018,10,54,1,985
1001,2018,8,12,8,574
1002,2020,1,10,7,414
1003,2018,8,81,6,626
1004,2018,2,83,7,390
1005,2018,3,88,2,491
1006,2019,3,75,5,892
1007,2019,10,15,5,324
1008,2020,5,4,8,939
1009,2020,10,4,6,288
1010,2019,10,86,7,84
1011,2019,3,68,3,185
1012,2020,4,88,1,194
1013,2019,10,66,1,531
1014,2018,8,60,3,317
1015,2020,9,70,9,517
1016,2020,5,35,7,934
1017,2018,10,64,5,904
1018,2019,4,16,7,444
1019,2020,12,32,6,266
1020,2019,6,4,8,394
1021,2019,10,6,3,869
1022,2018,9,30,2,432
1023,2020,8,73,9,250
1024,2018,4,99,6,979
1025,2018,5,75,1,854
1026,2020,8,82,8,766
1027,2019,12,3,4,37
1028,2019,1,75,2,918
1029,2019,5,47,7,699
1030,2018,8,18,8,445
1031,2018,9,29,5,960
1032,2020,5,50,2,692
1033,2018,7,30,7,432
1034,2019,2,31,9,566
1035,2018,5,8,10,935
1036,2020,3,41,6,904
1037,2019,7,10,9,329
1038,2019,7,95,4,189
1039,2018,3,31,8,527
1040,2019,4,49,10,684
1041,2018,5,64,2,416
1042,2019,11,57,1,845
1043,2018,7,59,6,178
1044,2019,1,9,6,430
1045,2018,10,96,5,344
1046,2018,8,57,8,627
1047,2019,9,92,5,63
1048,2019,10,8,3,359
1049,2018,3,49,5,183
1050,2020,9,28,2,982
1051,2019,6,73,4,627
1052,2020,10,88,3,454
1053,2018,2,88,10,707
1054,2019,12,47,9,63
1055,2020,8,3,2,789
1056,2020,4,52,9,73
1057,2018,11,29,5,77
1058,2019,2,20,2,756
1059,2018,11,97,7,885
1060,2020,7,36,10,97
1061,2020,8,8,1,57
1062,2019,7,86,5,244
1063,2020,1,32,9,830
1064,2018,2,73,1,839
1065,2020,10,12,9,581
1066,2019,2,30,1,606
1067,2019,5,79,5,188
